Month,Day,Time,Entrances
Aug,Saturday,03:00-03:15PM,36
Aug,Saturday,03:15-03:30PM,46
Aug,Saturday,03:30-03:45PM,36
Aug,Saturday,03:45-03:59PM,45
Aug,Saturday,04:00-04:15PM,44
Aug,Saturday,04:15-04:30PM,32
Aug,Saturday,04:30-04:45PM,30
Aug,Saturday,04:45-04:59PM,42
Aug,Saturday,05:00-05:15PM,40
Aug,Saturday,05:15-05:30PM,21
Aug,Saturday,05:30-05:45PM,27
Aug,Saturday,05:45-05:59PM,3
Aug,Sunday,11:45-11:59AM,8
Aug,Sunday,12:00-12:15PM,93
Aug,Sunday,12:15-12:30PM,52
Aug,Sunday,12:30-12:45PM,49
Aug,Sunday,12:45-12:59PM,36
Aug,Sunday,01:00-01:15PM,26
Aug,Sunday,01:15-01:30PM,39
Aug,Sunday,01:30-01:45PM,43
Aug,Sunday,01:45-01:59PM,36
Aug,Sunday,02:00-02:15PM,43
Aug,Sunday,02:15-02:30PM,63
Aug,Sunday,02:30-02:45PM,40
Aug,Sunday,02:45-02:59PM,44
Aug,Sunday,03:00-03:15PM,45
Aug,Sunday,03:15-03:30PM,42
Aug,Sunday,03:30-03:45PM,40
Aug,Sunday,03:45-03:59PM,40
Aug,Sunday,04:00-04:15PM,45
Aug,Sunday,04:15-04:30PM,62
Aug,Sunday,04:30-04:45PM,45
Aug,Sunday,04:45-04:59PM,69
Aug,Sunday,05:00-05:15PM,61
Aug,Sunday,05:15-05:30PM,54
Aug,Sunday,05:30-05:45PM,54
Aug,Sunday,05:45-05:59PM,37
Aug,Sunday,06:00-06:15PM,59
Aug,Sunday,06:15-06:30PM,53
Aug,Sunday,06:30-06:45PM,50
Aug,Sunday,06:45-06:59PM,39
Aug,Sunday,07:00-07:15PM,30
Aug,Sunday,07:15-07:30PM,61
Aug,Sunday,07:30-07:45PM,32
Aug,Sunday,07:45-07:59PM,34
Aug,Sunday,08:00-08:15PM,38
Aug,Sunday,08:15-08:30PM,33
Aug,Sunday,08:30-08:45PM,35
Aug,Sunday,08:45-08:59PM,31
Aug,Sunday,09:00-09:15PM,30
Aug,Sunday,09:15-09:30PM,20
Aug,Sunday,09:30-09:45PM,15
Aug,Sunday,09:45-09:59PM,4
Aug,Sunday,10:00-10:15PM,2
Aug,Sunday,10:15-10:30PM,5
Aug,Sunday,10:30-10:45PM,7
Aug,Sunday,10:45-10:59PM,1
Aug,Sunday,11:00-11:15PM,7
Aug,Sunday,11:15-11:30PM,3
Aug,Sunday,11:30-11:45PM,1
Aug,Monday,05:45-05:59AM,22
Aug,Monday,06:00-06:15AM,60
Aug,Monday,06:15-06:30AM,35
Aug,Monday,06:30-06:45AM,40
Aug,Monday,06:45-06:59AM,35
Aug,Monday,07:00-07:15AM,30
Aug,Monday,07:15-07:30AM,28
Aug,Monday,07:30-07:45AM,26
Aug,Monday,07:45-07:59AM,28
Aug,Monday,08:00-08:15AM,33
Aug,Monday,08:15-08:30AM,15
Aug,Monday,08:30-08:45AM,25
Aug,Monday,08:45-08:59AM,26
Aug,Monday,09:00-09:15AM,37
Aug,Monday,09:15-09:30AM,20
Aug,Monday,09:30-09:45AM,28
Aug,Monday,09:45-09:59AM,38
Aug,Monday,10:00-10:15AM,36
Aug,Monday,10:15-10:30AM,35
Aug,Monday,10:30-10:45AM,36
Aug,Monday,10:45-10:59AM,50
Aug,Monday,11:00-11:15AM,73
Aug,Monday,11:15-11:30AM,51
Aug,Monday,11:30-11:45AM,42
Aug,Monday,11:45-11:59AM,73
Aug,Monday,12:00-12:15PM,64
Aug,Monday,12:15-12:30PM,47
Aug,Monday,12:30-12:45PM,30
Aug,Monday,12:45-12:59PM,51
Aug,Monday,01:00-01:15PM,45
Aug,Monday,01:15-01:30PM,51
Aug,Monday,01:30-01:45PM,48
Aug,Monday,01:45-01:59PM,62
Aug,Monday,02:00-02:15PM,87
Aug,Monday,02:15-02:30PM,65
Aug,Monday,02:30-02:45PM,76
Aug,Monday,02:45-02:59PM,36
Aug,Monday,03:00-03:15PM,96
Aug,Monday,03:15-03:30PM,59
Aug,Monday,03:30-03:45PM,67
Aug,Monday,03:45-03:59PM,73
Aug,Monday,04:00-04:15PM,83
Aug,Monday,04:15-04:30PM,101
Aug,Monday,04:30-04:45PM,94
Aug,Monday,04:45-04:59PM,70
Aug,Monday,05:00-05:15PM,105
Aug,Monday,05:15-05:30PM,102
Aug,Monday,05:30-05:45PM,90
Aug,Monday,05:45-05:59PM,99
Aug,Monday,06:00-06:15PM,104
Aug,Monday,06:15-06:30PM,82
Aug,Monday,06:30-06:45PM,112
Aug,Monday,06:45-06:59PM,94
Aug,Monday,07:00-07:15PM,91
Aug,Monday,07:15-07:30PM,123
Aug,Monday,07:30-07:45PM,125
Aug,Monday,07:45-07:59PM,91
Aug,Monday,08:00-08:15PM,112
Aug,Monday,08:15-08:30PM,99
Aug,Monday,08:30-08:45PM,113
Aug,Monday,08:45-08:59PM,105
Aug,Monday,09:00-09:15PM,97
Aug,Monday,09:15-09:30PM,60
Aug,Monday,09:30-09:45PM,34
Aug,Monday,09:45-09:59PM,33
Aug,Monday,10:00-10:15PM,29
Aug,Monday,10:15-10:30PM,21
Aug,Monday,10:30-10:45PM,36
Aug,Monday,10:45-10:59PM,17
Aug,Monday,11:00-11:15PM,11
Aug,Tuesday,05:45-05:59AM,18
Aug,Tuesday,06:00-06:15AM,51
Aug,Tuesday,06:15-06:30AM,32
Aug,Tuesday,06:30-06:45AM,33
Aug,Tuesday,06:45-06:59AM,28
Aug,Tuesday,07:00-07:15AM,33
Aug,Tuesday,07:15-07:30AM,30
Aug,Tuesday,07:30-07:45AM,25
Aug,Tuesday,07:45-07:59AM,21
Aug,Tuesday,08:00-08:15AM,31
Aug,Tuesday,08:15-08:30AM,25
Aug,Tuesday,08:30-08:45AM,20
Aug,Tuesday,08:45-08:59AM,20
Aug,Tuesday,09:00-09:15AM,39
Aug,Tuesday,09:15-09:30AM,36
Aug,Tuesday,09:30-09:45AM,60
Aug,Tuesday,09:45-09:59AM,32
Aug,Tuesday,10:00-10:15AM,36
Aug,Tuesday,10:15-10:30AM,42
Aug,Tuesday,10:30-10:45AM,40
Aug,Tuesday,10:45-10:59AM,45
Aug,Tuesday,11:00-11:15AM,72
Aug,Tuesday,11:15-11:30AM,43
Aug,Tuesday,11:30-11:45AM,38
Aug,Tuesday,11:45-11:59AM,45
Aug,Tuesday,12:00-12:15PM,46
Aug,Tuesday,12:15-12:30PM,55
Aug,Tuesday,12:30-12:45PM,50
Aug,Tuesday,12:45-12:59PM,49
Aug,Tuesday,01:00-01:15PM,38
Aug,Tuesday,01:15-01:30PM,29
Aug,Tuesday,01:30-01:45PM,49
Aug,Tuesday,01:45-01:59PM,50
Aug,Tuesday,02:00-02:15PM,73
Aug,Tuesday,02:15-02:30PM,51
Aug,Tuesday,02:30-02:45PM,47
Aug,Tuesday,02:45-02:59PM,40
Aug,Tuesday,03:00-03:15PM,62
Aug,Tuesday,03:15-03:30PM,58
Aug,Tuesday,03:30-03:45PM,67
Aug,Tuesday,03:45-03:59PM,59
Aug,Tuesday,04:00-04:15PM,72
Aug,Tuesday,04:15-04:30PM,72
Aug,Tuesday,04:30-04:45PM,73
Aug,Tuesday,04:45-04:59PM,79
Aug,Tuesday,05:00-05:15PM,106
Aug,Tuesday,05:15-05:30PM,95
Aug,Tuesday,05:30-05:45PM,93
Aug,Tuesday,05:45-05:59PM,66
Aug,Tuesday,06:00-06:15PM,76
Aug,Tuesday,06:15-06:30PM,73
Aug,Tuesday,06:30-06:45PM,100
Aug,Tuesday,06:45-06:59PM,90
Aug,Tuesday,07:00-07:15PM,79
Aug,Tuesday,07:15-07:30PM,93
Aug,Tuesday,07:30-07:45PM,82
Aug,Tuesday,07:45-07:59PM,133
Aug,Tuesday,08:00-08:15PM,94
Aug,Tuesday,08:15-08:30PM,114
Aug,Tuesday,08:30-08:45PM,102
Aug,Tuesday,08:45-08:59PM,68
Aug,Tuesday,09:00-09:15PM,61
Aug,Tuesday,09:15-09:30PM,56
Aug,Tuesday,09:30-09:45PM,46
Aug,Tuesday,09:45-09:59PM,54
Aug,Tuesday,10:00-10:15PM,42
Aug,Tuesday,10:15-10:30PM,40
Aug,Tuesday,10:30-10:45PM,24
Aug,Tuesday,10:45-10:59PM,13
Aug,Tuesday,11:00-11:15PM,10
Aug,Tuesday,11:15-11:30PM,4
Aug,Wednesday,05:45-05:59AM,18
Aug,Wednesday,06:00-06:15AM,32
Aug,Wednesday,06:15-06:30AM,37
Aug,Wednesday,06:30-06:45AM,26
Aug,Wednesday,06:45-06:59AM,17
Aug,Wednesday,07:00-07:15AM,34
Aug,Wednesday,07:15-07:30AM,19
Aug,Wednesday,07:30-07:45AM,36
Aug,Wednesday,07:45-07:59AM,28
Aug,Wednesday,08:00-08:15AM,38
Aug,Wednesday,08:15-08:30AM,22
Aug,Wednesday,08:30-08:45AM,18
Aug,Wednesday,08:45-08:59AM,31
Aug,Wednesday,09:00-09:15AM,40
Aug,Wednesday,09:15-09:30AM,27
Aug,Wednesday,09:30-09:45AM,24
Aug,Wednesday,09:45-09:59AM,29
Aug,Wednesday,10:00-10:15AM,50
Aug,Wednesday,10:15-10:30AM,18
Aug,Wednesday,10:30-10:45AM,31
Aug,Wednesday,10:45-10:59AM,54
Aug,Wednesday,11:00-11:15AM,62
Aug,Wednesday,11:15-11:30AM,58
Aug,Wednesday,11:30-11:45AM,45
Aug,Wednesday,11:45-11:59AM,57
Aug,Wednesday,12:00-12:15PM,55
Aug,Wednesday,12:15-12:30PM,47
Aug,Wednesday,12:30-12:45PM,38
Aug,Wednesday,12:45-12:59PM,47
Aug,Wednesday,01:00-01:15PM,65
Aug,Wednesday,01:15-01:30PM,34
Aug,Wednesday,01:30-01:45PM,34
Aug,Wednesday,01:45-01:59PM,78
Aug,Wednesday,02:00-02:15PM,56
Aug,Wednesday,02:15-02:30PM,55
Aug,Wednesday,02:30-02:45PM,43
Aug,Wednesday,02:45-02:59PM,38
Aug,Wednesday,03:00-03:15PM,78
Aug,Wednesday,03:15-03:30PM,81
Aug,Wednesday,03:30-03:45PM,78
Aug,Wednesday,03:45-03:59PM,73
Aug,Wednesday,04:00-04:15PM,88
Aug,Wednesday,04:15-04:30PM,59
Aug,Wednesday,04:30-04:45PM,55
Aug,Wednesday,04:45-04:59PM,81
Aug,Wednesday,05:00-05:15PM,96
Aug,Wednesday,05:15-05:30PM,90
Aug,Wednesday,05:30-05:45PM,73
Aug,Wednesday,05:45-05:59PM,64
Aug,Wednesday,06:00-06:15PM,49
Aug,Wednesday,06:15-06:30PM,74
Aug,Wednesday,06:30-06:45PM,98
Aug,Wednesday,06:45-06:59PM,88
Aug,Wednesday,07:00-07:15PM,121
Aug,Wednesday,07:15-07:30PM,128
Aug,Wednesday,07:30-07:45PM,107
Aug,Wednesday,07:45-07:59PM,99
Aug,Wednesday,08:00-08:15PM,115
Aug,Wednesday,08:15-08:30PM,89
Aug,Wednesday,08:30-08:45PM,89
Aug,Wednesday,08:45-08:59PM,83
Aug,Wednesday,09:00-09:15PM,86
Aug,Wednesday,09:15-09:30PM,61
Aug,Wednesday,09:30-09:45PM,59
Aug,Wednesday,09:45-09:59PM,31
Aug,Wednesday,10:00-10:15PM,42
Aug,Wednesday,10:15-10:30PM,39
Aug,Wednesday,10:30-10:45PM,21
Aug,Wednesday,10:45-10:59PM,23
Aug,Wednesday,11:00-11:15PM,26
Aug,Wednesday,11:15-11:30PM,4
Sep,Thursday,05:45-05:59AM,10
Sep,Thursday,06:00-06:15AM,53
Sep,Thursday,06:15-06:30AM,30
Sep,Thursday,06:30-06:45AM,20
Sep,Thursday,06:45-06:59AM,35
Sep,Thursday,07:00-07:15AM,24
Sep,Thursday,07:15-07:30AM,31
Sep,Thursday,07:30-07:45AM,24
Sep,Thursday,07:45-07:59AM,27
Sep,Thursday,08:00-08:15AM,15
Sep,Thursday,08:15-08:30AM,19
Sep,Thursday,08:30-08:45AM,23
Sep,Thursday,08:45-08:59AM,23
Sep,Thursday,09:00-09:15AM,28
Sep,Thursday,09:15-09:30AM,30
Sep,Thursday,09:30-09:45AM,41
Sep,Thursday,09:45-09:59AM,26
Sep,Thursday,10:00-10:15AM,27
Sep,Thursday,10:15-10:30AM,26
Sep,Thursday,10:30-10:45AM,24
Sep,Thursday,10:45-10:59AM,51
Sep,Thursday,11:00-11:15AM,58
Sep,Thursday,11:15-11:30AM,29
Sep,Thursday,11:30-11:45AM,22
Sep,Thursday,11:45-11:59AM,40
Sep,Thursday,12:00-12:15PM,29
Sep,Thursday,12:15-12:30PM,47
Sep,Thursday,12:30-12:45PM,48
Sep,Thursday,12:45-12:59PM,39
Sep,Thursday,01:00-01:15PM,35
Sep,Thursday,01:15-01:30PM,30
Sep,Thursday,01:30-01:45PM,31
Sep,Thursday,01:45-01:59PM,52
Sep,Thursday,02:00-02:15PM,60
Sep,Thursday,02:15-02:30PM,43
Sep,Thursday,02:30-02:45PM,42
Sep,Thursday,02:45-02:59PM,33
Sep,Thursday,03:00-03:15PM,46
Sep,Thursday,03:15-03:30PM,70
Sep,Thursday,03:30-03:45PM,62
Sep,Thursday,03:45-03:59PM,53
Sep,Thursday,04:00-04:15PM,45
Sep,Thursday,04:15-04:30PM,73
Sep,Thursday,04:30-04:45PM,60
Sep,Thursday,04:45-04:59PM,59
Sep,Thursday,05:00-05:15PM,77
Sep,Thursday,05:15-05:30PM,70
Sep,Thursday,05:30-05:45PM,100
Sep,Thursday,05:45-05:59PM,67
Sep,Thursday,06:00-06:15PM,62
Sep,Thursday,06:15-06:30PM,89
Sep,Thursday,06:30-06:45PM,57
Sep,Thursday,06:45-06:59PM,102
Sep,Thursday,07:00-07:15PM,97
Sep,Thursday,07:15-07:30PM,101
Sep,Thursday,07:30-07:45PM,114
Sep,Thursday,07:45-07:59PM,119
Sep,Thursday,08:00-08:15PM,70
Sep,Thursday,08:15-08:30PM,78
Sep,Thursday,08:30-08:45PM,81
Sep,Thursday,08:45-08:59PM,76
Sep,Thursday,09:00-09:15PM,65
Sep,Thursday,09:15-09:30PM,60
Sep,Thursday,09:30-09:45PM,48
Sep,Thursday,09:45-09:59PM,32
Sep,Thursday,10:00-10:15PM,37
Sep,Thursday,10:15-10:30PM,23
Sep,Thursday,10:30-10:45PM,20
Sep,Thursday,10:45-10:59PM,7
Sep,Thursday,11:00-11:15PM,9
Sep,Thursday,11:15-11:30PM,5
Sep,Thursday,11:45-11:59PM,1
Sep,Friday,05:45-05:59AM,8
Sep,Friday,06:00-06:15AM,16
Sep,Friday,06:15-06:30AM,15
Sep,Friday,06:30-06:45AM,13
Sep,Friday,06:45-06:59AM,35
Sep,Friday,07:00-07:15AM,16
Sep,Friday,07:15-07:30AM,20
Sep,Friday,07:30-07:45AM,13
Sep,Friday,07:45-07:59AM,13
Sep,Friday,08:00-08:15AM,30
Sep,Friday,08:15-08:30AM,14
Sep,Friday,08:30-08:45AM,9
Sep,Friday,08:45-08:59AM,21
Sep,Friday,09:00-09:15AM,17
Sep,Friday,09:15-09:30AM,10
Sep,Friday,09:30-09:45AM,14
Sep,Friday,09:45-09:59AM,28
Sep,Friday,10:00-10:15AM,49
Sep,Friday,10:15-10:30AM,25
Sep,Friday,10:30-10:45AM,23
Sep,Friday,10:45-10:59AM,39
Sep,Friday,11:00-11:15AM,62
Sep,Friday,11:15-11:30AM,38
Sep,Friday,11:30-11:45AM,24
Sep,Friday,11:45-11:59AM,55
Sep,Friday,12:00-12:15PM,73
Sep,Friday,12:15-12:30PM,42
Sep,Friday,12:30-12:45PM,42
Sep,Friday,12:45-12:59PM,45
Sep,Friday,01:00-01:15PM,56
Sep,Friday,01:15-01:30PM,52
Sep,Friday,01:30-01:45PM,57
Sep,Friday,01:45-01:59PM,61
Sep,Friday,02:00-02:15PM,65
Sep,Friday,02:15-02:30PM,52
Sep,Friday,02:30-02:45PM,46
Sep,Friday,02:45-02:59PM,58
Sep,Friday,03:00-03:15PM,104
Sep,Friday,03:15-03:30PM,67
Sep,Friday,03:30-03:45PM,73
Sep,Friday,03:45-03:59PM,74
Sep,Friday,04:00-04:15PM,72
Sep,Friday,04:15-04:30PM,51
Sep,Friday,04:30-04:45PM,49
Sep,Friday,04:45-04:59PM,47
Sep,Friday,05:00-05:15PM,72
Sep,Friday,05:15-05:30PM,82
Sep,Friday,05:30-05:45PM,50
Sep,Friday,05:45-05:59PM,46
Sep,Friday,06:00-06:15PM,34
Sep,Friday,06:15-06:30PM,53
Sep,Friday,06:30-06:45PM,54
Sep,Friday,06:45-06:59PM,49
Sep,Friday,07:00-07:15PM,52
Sep,Friday,07:15-07:30PM,52
Sep,Friday,07:30-07:45PM,48
Sep,Friday,07:45-07:59PM,45
Sep,Friday,08:00-08:15PM,72
Sep,Friday,08:15-08:30PM,34
Sep,Friday,08:30-08:45PM,16
Sep,Friday,08:45-08:59PM,19
Sep,Friday,09:00-09:15PM,14
Sep,Friday,09:15-09:30PM,18
Sep,Friday,09:30-09:45PM,4
Sep,Saturday,09:45-09:59AM,24
Sep,Saturday,10:00-10:15AM,36
Sep,Saturday,10:15-10:30AM,25
Sep,Saturday,10:30-10:45AM,38
Sep,Saturday,10:45-10:59AM,26
Sep,Saturday,11:00-11:15AM,21
Sep,Saturday,11:15-11:30AM,19
Sep,Saturday,11:30-11:45AM,18
Sep,Saturday,11:45-11:59AM,35
Sep,Saturday,12:00-12:15PM,33
Sep,Saturday,12:15-12:30PM,24
Sep,Saturday,12:30-12:45PM,26
Sep,Saturday,12:45-12:59PM,25
Sep,Saturday,01:00-01:15PM,21
Sep,Saturday,01:15-01:30PM,26
Sep,Saturday,01:30-01:45PM,23
Sep,Saturday,01:45-01:59PM,19
Sep,Saturday,02:00-02:15PM,30
Sep,Saturday,02:15-02:30PM,27
Sep,Saturday,02:30-02:45PM,15
Sep,Saturday,02:45-02:59PM,19
Sep,Saturday,03:00-03:15PM,27
Sep,Saturday,03:15-03:30PM,22
Sep,Saturday,03:30-03:45PM,19
Sep,Saturday,03:45-03:59PM,28
Sep,Saturday,04:00-04:15PM,15
Sep,Saturday,04:15-04:30PM,21
Sep,Saturday,04:30-04:45PM,18
Sep,Saturday,04:45-04:59PM,18
Sep,Saturday,05:00-05:15PM,11
Sep,Saturday,05:15-05:30PM,24
Sep,Saturday,05:30-05:45PM,25
Sep,Saturday,05:45-05:59PM,18
Sep,Saturday,06:00-06:15PM,14
Sep,Saturday,06:15-06:30PM,25
Sep,Saturday,06:30-06:45PM,4
Sep,Saturday,06:45-06:59PM,6
Sep,Sunday,11:45-11:59AM,14
Sep,Sunday,12:00-12:15PM,50
Sep,Sunday,12:15-12:30PM,36
Sep,Sunday,12:30-12:45PM,36
Sep,Sunday,12:45-12:59PM,26
Sep,Sunday,01:00-01:15PM,32
Sep,Sunday,01:15-01:30PM,25
Sep,Sunday,01:30-01:45PM,18
Sep,Sunday,01:45-01:59PM,22
Sep,Sunday,02:00-02:15PM,33
Sep,Sunday,02:15-02:30PM,30
Sep,Sunday,02:30-02:45PM,31
Sep,Sunday,02:45-02:59PM,36
Sep,Sunday,03:00-03:15PM,23
Sep,Sunday,03:15-03:30PM,32
Sep,Sunday,03:30-03:45PM,26
Sep,Sunday,03:45-03:59PM,26
Sep,Sunday,04:00-04:15PM,21
Sep,Sunday,04:15-04:30PM,39
Sep,Sunday,04:30-04:45PM,38
Sep,Sunday,04:45-04:59PM,44
Sep,Sunday,05:00-05:15PM,46
Sep,Sunday,05:15-05:30PM,38
Sep,Sunday,05:30-05:45PM,40
Sep,Sunday,05:45-05:59PM,29
Sep,Sunday,06:00-06:15PM,38
Sep,Sunday,06:15-06:30PM,24
Sep,Sunday,06:30-06:45PM,33
Sep,Sunday,06:45-06:59PM,46
Sep,Sunday,07:00-07:15PM,21
Sep,Sunday,07:15-07:30PM,24
Sep,Sunday,07:30-07:45PM,31
Sep,Sunday,07:45-07:59PM,31
Sep,Sunday,08:00-08:15PM,26
Sep,Sunday,08:15-08:30PM,36
Sep,Sunday,08:30-08:45PM,26
Sep,Sunday,08:45-08:59PM,30
Sep,Sunday,09:00-09:15PM,19
Sep,Sunday,09:15-09:30PM,28
Sep,Sunday,09:30-09:45PM,8
Sep,Sunday,09:45-09:59PM,7
Sep,Sunday,10:00-10:15PM,4
Sep,Sunday,10:15-10:30PM,7
Sep,Sunday,10:30-10:45PM,4
Sep,Sunday,10:45-10:59PM,10
Sep,Sunday,11:00-11:15PM,4
Sep,Sunday,11:15-11:30PM,2
Sep,Monday,05:45-05:59AM,1
Sep,Monday,06:00-06:15AM,9
Sep,Monday,06:15-06:30AM,21
Sep,Monday,06:30-06:45AM,3
Sep,Monday,06:45-06:59AM,4
Sep,Monday,07:00-07:15AM,6
Sep,Monday,07:15-07:30AM,3
Sep,Monday,07:30-07:45AM,4
Sep,Monday,07:45-07:59AM,6
Sep,Monday,08:00-08:15AM,8
Sep,Monday,08:15-08:30AM,3
Sep,Monday,08:30-08:45AM,6
Sep,Monday,08:45-08:59AM,2
Sep,Monday,09:00-09:15AM,2
Sep,Monday,09:15-09:30AM,4
Sep,Monday,09:30-09:45AM,13
Sep,Monday,09:45-09:59AM,13
Sep,Monday,10:00-10:15AM,11
Sep,Monday,10:15-10:30AM,12
Sep,Monday,10:30-10:45AM,17
Sep,Monday,10:45-10:59AM,17
Sep,Monday,11:00-11:15AM,22
Sep,Monday,11:15-11:30AM,19
Sep,Monday,11:30-11:45AM,15
Sep,Monday,11:45-11:59AM,32
Sep,Monday,12:00-12:15PM,31
Sep,Monday,12:15-12:30PM,30
Sep,Monday,12:30-12:45PM,22
Sep,Monday,12:45-12:59PM,29
Sep,Monday,01:00-01:15PM,22
Sep,Monday,01:15-01:30PM,25
Sep,Monday,01:30-01:45PM,39
Sep,Monday,01:45-01:59PM,25
Sep,Monday,02:00-02:15PM,29
Sep,Monday,02:15-02:30PM,44
Sep,Monday,02:30-02:45PM,33
Sep,Monday,02:45-02:59PM,27
Sep,Monday,03:00-03:15PM,42
Sep,Monday,03:15-03:30PM,39
Sep,Monday,03:30-03:45PM,31
Sep,Monday,03:45-03:59PM,37
Sep,Monday,04:00-04:15PM,29
Sep,Monday,04:15-04:30PM,41
Sep,Monday,04:30-04:45PM,25
Sep,Monday,04:45-04:59PM,17
Sep,Monday,05:00-05:15PM,34
Sep,Monday,05:15-05:30PM,34
Sep,Monday,05:30-05:45PM,40
Sep,Monday,05:45-05:59PM,31
Sep,Monday,06:00-06:15PM,34
Sep,Monday,06:15-06:30PM,31
Sep,Monday,06:30-06:45PM,41
Sep,Monday,06:45-06:59PM,44
Sep,Monday,07:00-07:15PM,36
Sep,Monday,07:15-07:30PM,51
Sep,Monday,07:30-07:45PM,43
Sep,Monday,07:45-07:59PM,52
Sep,Monday,08:00-08:15PM,64
Sep,Monday,08:15-08:30PM,35
Sep,Monday,08:30-08:45PM,41
Sep,Monday,08:45-08:59PM,41
Sep,Monday,09:00-09:15PM,20
Sep,Monday,09:15-09:30PM,33
Sep,Monday,09:30-09:45PM,12
Sep,Monday,09:45-09:59PM,17
Sep,Monday,10:00-10:15PM,13
Sep,Monday,10:15-10:30PM,14
Sep,Monday,10:30-10:45PM,10
Sep,Monday,10:45-10:59PM,6
Sep,Monday,11:00-11:15PM,3
Sep,Monday,11:15-11:30PM,4
Sep,Monday,11:30-11:45PM,1
Sep,Tuesday,05:45-05:59AM,13
Sep,Tuesday,06:00-06:15AM,36
Sep,Tuesday,06:15-06:30AM,22
Sep,Tuesday,06:30-06:45AM,30
Sep,Tuesday,06:45-06:59AM,14
Sep,Tuesday,07:00-07:15AM,33
Sep,Tuesday,07:15-07:30AM,46
Sep,Tuesday,07:30-07:45AM,23
Sep,Tuesday,07:45-07:59AM,18
Sep,Tuesday,08:00-08:15AM,28
Sep,Tuesday,08:15-08:30AM,23
Sep,Tuesday,08:30-08:45AM,18
Sep,Tuesday,08:45-08:59AM,24
Sep,Tuesday,09:00-09:15AM,20
Sep,Tuesday,09:15-09:30AM,46
Sep,Tuesday,09:30-09:45AM,36
Sep,Tuesday,09:45-09:59AM,38
Sep,Tuesday,10:00-10:15AM,28
Sep,Tuesday,10:15-10:30AM,19
Sep,Tuesday,10:30-10:45AM,26
Sep,Tuesday,10:45-10:59AM,41
Sep,Tuesday,11:00-11:15AM,48
Sep,Tuesday,11:15-11:30AM,38
Sep,Tuesday,11:30-11:45AM,39
Sep,Tuesday,11:45-11:59AM,29
Sep,Tuesday,12:00-12:15PM,35
Sep,Tuesday,12:15-12:30PM,65
Sep,Tuesday,12:30-12:45PM,65
Sep,Tuesday,12:45-12:59PM,48
Sep,Tuesday,01:00-01:15PM,39
Sep,Tuesday,01:15-01:30PM,36
Sep,Tuesday,01:30-01:45PM,18
Sep,Tuesday,01:45-01:59PM,61
Sep,Tuesday,02:00-02:15PM,64
Sep,Tuesday,02:15-02:30PM,43
Sep,Tuesday,02:30-02:45PM,45
Sep,Tuesday,02:45-02:59PM,35
Sep,Tuesday,03:00-03:15PM,46
Sep,Tuesday,03:15-03:30PM,73
Sep,Tuesday,03:30-03:45PM,70
Sep,Tuesday,03:45-03:59PM,64
Sep,Tuesday,04:00-04:15PM,62
Sep,Tuesday,04:15-04:30PM,63
Sep,Tuesday,04:30-04:45PM,66
Sep,Tuesday,04:45-04:59PM,73
Sep,Tuesday,05:00-05:15PM,104
Sep,Tuesday,05:15-05:30PM,85
Sep,Tuesday,05:30-05:45PM,96
Sep,Tuesday,05:45-05:59PM,91
Sep,Tuesday,06:00-06:15PM,96
Sep,Tuesday,06:15-06:30PM,105
Sep,Tuesday,06:30-06:45PM,114
Sep,Tuesday,06:45-06:59PM,98
Sep,Tuesday,07:00-07:15PM,88
Sep,Tuesday,07:15-07:30PM,96
Sep,Tuesday,07:30-07:45PM,89
Sep,Tuesday,07:45-07:59PM,116
Sep,Tuesday,08:00-08:15PM,104
Sep,Tuesday,08:15-08:30PM,110
Sep,Tuesday,08:30-08:45PM,96
Sep,Tuesday,08:45-08:59PM,96
Sep,Tuesday,09:00-09:15PM,57
Sep,Tuesday,09:15-09:30PM,91
Sep,Tuesday,09:30-09:45PM,70
Sep,Tuesday,09:45-09:59PM,51
Sep,Tuesday,10:00-10:15PM,35
Sep,Tuesday,10:15-10:30PM,37
Sep,Tuesday,10:30-10:45PM,28
Sep,Tuesday,10:45-10:59PM,22
Sep,Tuesday,11:00-11:15PM,8
Sep,Tuesday,11:15-11:30PM,16
Sep,Tuesday,11:30-11:45PM,2
Sep,Wednesday,05:45-05:59AM,18
Sep,Wednesday,06:00-06:15AM,49
Sep,Wednesday,06:15-06:30AM,49
Sep,Wednesday,06:30-06:45AM,22
Sep,Wednesday,06:45-06:59AM,17
Sep,Wednesday,07:00-07:15AM,35
Sep,Wednesday,07:15-07:30AM,32
Sep,Wednesday,07:30-07:45AM,25
Sep,Wednesday,07:45-07:59AM,24
Sep,Wednesday,08:00-08:15AM,24
Sep,Wednesday,08:15-08:30AM,26
Sep,Wednesday,08:30-08:45AM,12
Sep,Wednesday,08:45-08:59AM,29
Sep,Wednesday,09:00-09:15AM,38
Sep,Wednesday,09:15-09:30AM,27
Sep,Wednesday,09:30-09:45AM,23
Sep,Wednesday,09:45-09:59AM,27
Sep,Wednesday,10:00-10:15AM,43
Sep,Wednesday,10:15-10:30AM,32
Sep,Wednesday,10:30-10:45AM,19
Sep,Wednesday,10:45-10:59AM,47
Sep,Wednesday,11:00-11:15AM,70
Sep,Wednesday,11:15-11:30AM,54
Sep,Wednesday,11:30-11:45AM,34
Sep,Wednesday,11:45-11:59AM,51
Sep,Wednesday,12:00-12:15PM,73
Sep,Wednesday,12:15-12:30PM,46
Sep,Wednesday,12:30-12:45PM,35
